zip,pws
75032,Dallas Water Utilities (DWU)
75039,Dallas Water Utilities (DWU)
75040,Dallas Water Utilities (DWU)
75041,Dallas Water Utilities (DWU)
75042,Dallas Water Utilities (DWU)
75043,Dallas Water Utilities (DWU)
75050,Dallas Water Utilities (DWU)
75051,Dallas Water Utilities (DWU)
75052,Dallas Water Utilities (DWU)
75060,Dallas Water Utilities (DWU)
75061,Dallas Water Utilities (DWU)
75062,Dallas Water Utilities (DWU)
75063,Dallas Water Utilities (DWU)
75075,Dallas Water Utilities (DWU)
75080,Dallas Water Utilities (DWU)
75081,Dallas Water Utilities (DWU)
75087,Dallas Water Utilities (DWU)
75088,Dallas Water Utilities (DWU)
75089,Dallas Water Utilities (DWU)
75093,Dallas Water Utilities (DWU)
75098,Dallas Water Utilities (DWU)
75104,Dallas Water Utilities (DWU)
75115,Dallas Water Utilities (DWU)
75116,Dallas Water Utilities (DWU)
75126,Dallas Water Utilities (DWU)
75134,Dallas Water Utilities (DWU)
75137,Dallas Water Utilities (DWU)
75141,Dallas Water Utilities (DWU)
75149,Dallas Water Utilities (DWU)
75150,Dallas Water Utilities (DWU)
75159,Dallas Water Utilities (DWU)
75166,Dallas Water Utilities (DWU)
75180,Dallas Water Utilities (DWU)
75182,Dallas Water Utilities (DWU)
75201,Dallas Water Utilities (DWU)
75202,Dallas Water Utilities (DWU)
75203,Dallas Water Utilities (DWU)
75204,Dallas Water Utilities (DWU)
75205,Dallas Water Utilities (DWU)
75206,Dallas Water Utilities (DWU)
75207,Dallas Water Utilities (DWU)
75208,Dallas Water Utilities (DWU)
75209,Dallas Water Utilities (DWU)
75210,Dallas Water Utilities (DWU)
75211,Dallas Water Utilities (DWU)
75212,Dallas Water Utilities (DWU)
75214,Dallas Water Utilities (DWU)
75215,Dallas Water Utilities (DWU)
75216,Dallas Water Utilities (DWU)
75217,Dallas Water Utilities (DWU)
75218,Dallas Water Utilities (DWU)
75219,Dallas Water Utilities (DWU)
75220,Dallas Water Utilities (DWU)
75223,Dallas Water Utilities (DWU)
75224,Dallas Water Utilities (DWU)
75225,Dallas Water Utilities (DWU)
75226,Dallas Water Utilities (DWU)
75227,Dallas Water Utilities (DWU)
75228,Dallas Water Utilities (DWU)
75229,Dallas Water Utilities (DWU)
75230,Dallas Water Utilities (DWU)
75231,Dallas Water Utilities (DWU)
75232,Dallas Water Utilities (DWU)
75233,Dallas Water Utilities (DWU)
75234,Dallas Water Utilities (DWU)
75235,Dallas Water Utilities (DWU)
75236,Dallas Water Utilities (DWU)
75237,Dallas Water Utilities (DWU)
75238,Dallas Water Utilities (DWU)
75240,Dallas Water Utilities (DWU)
75241,Dallas Water Utilities (DWU)
75243,Dallas Water Utilities (DWU)
75244,Dallas Water Utilities (DWU)
75246,Dallas Water Utilities (DWU)
75247,Dallas Water Utilities (DWU)
75248,Dallas Water Utilities (DWU)
75249,Dallas Water Utilities (DWU)
75251,Dallas Water Utilities (DWU)
75252,Dallas Water Utilities (DWU)
75253,Dallas Water Utilities (DWU)
75254,Dallas Water Utilities (DWU)
75270,Dallas Water Utilities (DWU)
75287,Dallas Water Utilities (DWU)
75390,Dallas Water Utilities (DWU)
94501,EBMUD (East Bay MUD)
94502,EBMUD (East Bay MUD)
94505,EBMUD (East Bay MUD)
94514,EBMUD (East Bay MUD)
94516,EBMUD (East Bay MUD)
94530,EBMUD (East Bay MUD)
94536,EBMUD (East Bay MUD)
94538,EBMUD (East Bay MUD)
94539,EBMUD (East Bay MUD)
94541,EBMUD (East Bay MUD)
94542,EBMUD (East Bay MUD)
94544,EBMUD (East Bay MUD)
94545,EBMUD (East Bay MUD)
94546,EBMUD (East Bay MUD)
94549,EBMUD (East Bay MUD)
94550,EBMUD (East Bay MUD)
94551,EBMUD (East Bay MUD)
94552,EBMUD (East Bay MUD)
94553,EBMUD (East Bay MUD)
94555,EBMUD (East Bay MUD)
94556,EBMUD (East Bay MUD)
94560,EBMUD (East Bay MUD)
94563,EBMUD (East Bay MUD)
94564,EBMUD (East Bay MUD)
94566,EBMUD (East Bay MUD)
94568,EBMUD (East Bay MUD)
94575,EBMUD (East Bay MUD)
94577,EBMUD (East Bay MUD)
94578,EBMUD (East Bay MUD)
94579,EBMUD (East Bay MUD)
94580,EBMUD (East Bay MUD)
94582,EBMUD (East Bay MUD)
94583,EBMUD (East Bay MUD)
94586,EBMUD (East Bay MUD)
94587,EBMUD (East Bay MUD)
94588,EBMUD (East Bay MUD)
94595,EBMUD (East Bay MUD)
94597,EBMUD (East Bay MUD)
94601,EBMUD (East Bay MUD)
94602,EBMUD (East Bay MUD)
94603,EBMUD (East Bay MUD)
94605,EBMUD (East Bay MUD)
94606,EBMUD (East Bay MUD)
94607,EBMUD (East Bay MUD)
94608,EBMUD (East Bay MUD)
94609,EBMUD (East Bay MUD)
94610,EBMUD (East Bay MUD)
94611,EBMUD (East Bay MUD)
94612,EBMUD (East Bay MUD)
94613,EBMUD (East Bay MUD)
94618,EBMUD (East Bay MUD)
94619,EBMUD (East Bay MUD)
94621,EBMUD (East Bay MUD)
94702,EBMUD (East Bay MUD)
94703,EBMUD (East Bay MUD)
94704,EBMUD (East Bay MUD)
94705,EBMUD (East Bay MUD)
94706,EBMUD (East Bay MUD)
94707,EBMUD (East Bay MUD)
94708,EBMUD (East Bay MUD)
94709,EBMUD (East Bay MUD)
94710,EBMUD (East Bay MUD)
94720,EBMUD (East Bay MUD)
94801,EBMUD (East Bay MUD)
94803,EBMUD (East Bay MUD)
94804,EBMUD (East Bay MUD)
94805,EBMUD (East Bay MUD)
94806,EBMUD (East Bay MUD)
95002,EBMUD (East Bay MUD)
95035,EBMUD (East Bay MUD)
95134,EBMUD (East Bay MUD)
95304,EBMUD (East Bay MUD)
95363,EBMUD (East Bay MUD)
95377,EBMUD (East Bay MUD)
95391,EBMUD (East Bay MUD)
77002,Houston
77003,Houston
77004,Houston
77005,Houston
77006,Houston
77007,Houston
77008,Houston
77009,Houston
77010,Houston
77011,Houston
77012,Houston
77013,Houston
77014,Houston
77015,Houston
77016,Houston
77017,Houston
77018,Houston
77019,Houston
77020,Houston
77021,Houston
77022,Houston
77023,Houston
77024,Houston
77025,Houston
77026,Houston
77027,Houston
77028,Houston
77029,Houston
77030,Houston
77031,Houston
77032,Houston
77033,Houston
77034,Houston
77035,Houston
77036,Houston
77037,Houston
77038,Houston
77039,Houston
77040,Houston
77041,Houston
77042,Houston
77043,Houston
77044,Houston
77045,Houston
77046,Houston
77047,Houston
77048,Houston
77049,Houston
77050,Houston
77051,Houston
77053,Houston
77054,Houston
77055,Houston
77056,Houston
77057,Houston
77058,Houston
77059,Houston
77060,Houston
77061,Houston
77062,Houston
77063,Houston
77064,Houston
77065,Houston
77066,Houston
77067,Houston
77070,Houston
77071,Houston
77072,Houston
77073,Houston
77074,Houston
77075,Houston
77076,Houston
77077,Houston
77078,Houston
77079,Houston
77080,Houston
77081,Houston
77082,Houston
77083,Houston
77084,Houston
77085,Houston
77086,Houston
77087,Houston
77088,Houston
77089,Houston
77090,Houston
77091,Houston
77092,Houston
77093,Houston
77094,Houston
77095,Houston
77096,Houston
77098,Houston
77099,Houston
77204,Houston
77336,Houston
77338,Houston
77339,Houston
77345,Houston
77346,Houston
77357,Houston
77365,Houston
77373,Houston
77375,Houston
77377,Houston
77379,Houston
77386,Houston
77396,Houston
77401,Houston
77407,Houston
77429,Houston
77433,Houston
77447,Houston
77449,Houston
77450,Houston
77459,Houston
77477,Houston
77478,Houston
77484,Houston
77489,Houston
77493,Houston
77494,Houston
77498,Houston
77502,Houston
77504,Houston
77505,Houston
77506,Houston
77520,Houston
77530,Houston
77532,Houston
77546,Houston
77547,Houston
77571,Houston
77581,Houston
77587,Houston
77598,Houston
89002,Las Vegas Valley Water District (LVVWD)
89005,Las Vegas Valley Water District (LVVWD)
89011,Las Vegas Valley Water District (LVVWD)
89012,Las Vegas Valley Water District (LVVWD)
89014,Las Vegas Valley Water District (LVVWD)
89015,Las Vegas Valley Water District (LVVWD)
89030,Las Vegas Valley Water District (LVVWD)
89031,Las Vegas Valley Water District (LVVWD)
89032,Las Vegas Valley Water District (LVVWD)
89044,Las Vegas Valley Water District (LVVWD)
89052,Las Vegas Valley Water District (LVVWD)
89054,Las Vegas Valley Water District (LVVWD)
89074,Las Vegas Valley Water District (LVVWD)
89081,Las Vegas Valley Water District (LVVWD)
89084,Las Vegas Valley Water District (LVVWD)
89085,Las Vegas Valley Water District (LVVWD)
89086,Las Vegas Valley Water District (LVVWD)
89101,Las Vegas Valley Water District (LVVWD)
89102,Las Vegas Valley Water District (LVVWD)
89103,Las Vegas Valley Water District (LVVWD)
89104,Las Vegas Valley Water District (LVVWD)
89106,Las Vegas Valley Water District (LVVWD)
89107,Las Vegas Valley Water District (LVVWD)
89108,Las Vegas Valley Water District (LVVWD)
89109,Las Vegas Valley Water District (LVVWD)
89110,Las Vegas Valley Water District (LVVWD)
89113,Las Vegas Valley Water District (LVVWD)
89115,Las Vegas Valley Water District (LVVWD)
89117,Las Vegas Valley Water District (LVVWD)
89118,Las Vegas Valley Water District (LVVWD)
89119,Las Vegas Valley Water District (LVVWD)
89120,Las Vegas Valley Water District (LVVWD)
89121,Las Vegas Valley Water District (LVVWD)
89122,Las Vegas Valley Water District (LVVWD)
89123,Las Vegas Valley Water District (LVVWD)
89124,Las Vegas Valley Water District (LVVWD)
89128,Las Vegas Valley Water District (LVVWD)
89129,Las Vegas Valley Water District (LVVWD)
89130,Las Vegas Valley Water District (LVVWD)
89131,Las Vegas Valley Water District (LVVWD)
89134,Las Vegas Valley Water District (LVVWD)
89135,Las Vegas Valley Water District (LVVWD)
89138,Las Vegas Valley Water District (LVVWD)
89139,Las Vegas Valley Water District (LVVWD)
89141,Las Vegas Valley Water District (LVVWD)
89142,Las Vegas Valley Water District (LVVWD)
89143,Las Vegas Valley Water District (LVVWD)
89144,Las Vegas Valley Water District (LVVWD)
89145,Las Vegas Valley Water District (LVVWD)
89146,Las Vegas Valley Water District (LVVWD)
89147,Las Vegas Valley Water District (LVVWD)
89148,Las Vegas Valley Water District (LVVWD)
89149,Las Vegas Valley Water District (LVVWD)
89156,Las Vegas Valley Water District (LVVWD)
89158,Las Vegas Valley Water District (LVVWD)
89161,Las Vegas Valley Water District (LVVWD)
89166,Las Vegas Valley Water District (LVVWD)
89169,Las Vegas Valley Water District (LVVWD)
89178,Las Vegas Valley Water District (LVVWD)
89179,Las Vegas Valley Water District (LVVWD)
89183,Las Vegas Valley Water District (LVVWD)
89191,Las Vegas Valley Water District (LVVWD)
90001,Los Angeles (LADWP)
90002,Los Angeles (LADWP)
90003,Los Angeles (LADWP)
90004,Los Angeles (LADWP)
90005,Los Angeles (LADWP)
90006,Los Angeles (LADWP)
90007,Los Angeles (LADWP)
90008,Los Angeles (LADWP)
90010,Los Angeles (LADWP)
90011,Los Angeles (LADWP)
90012,Los Angeles (LADWP)
90013,Los Angeles (LADWP)
90014,Los Angeles (LADWP)
90015,Los Angeles (LADWP)
90016,Los Angeles (LADWP)
90017,Los Angeles (LADWP)
90018,Los Angeles (LADWP)
90019,Los Angeles (LADWP)
90020,Los Angeles (LADWP)
90021,Los Angeles (LADWP)
90023,Los Angeles (LADWP)
90024,Los Angeles (LADWP)
90025,Los Angeles (LADWP)
90026,Los Angeles (LADWP)
90027,Los Angeles (LADWP)
90028,Los Angeles (LADWP)
90029,Los Angeles (LADWP)
90031,Los Angeles (LADWP)
90032,Los Angeles (LADWP)
90033,Los Angeles (LADWP)
90034,Los Angeles (LADWP)
90035,Los Angeles (LADWP)
90036,Los Angeles (LADWP)
90037,Los Angeles (LADWP)
90038,Los Angeles (LADWP)
90039,Los Angeles (LADWP)
90041,Los Angeles (LADWP)
90042,Los Angeles (LADWP)
90043,Los Angeles (LADWP)
90044,Los Angeles (LADWP)
90045,Los Angeles (LADWP)
90046,Los Angeles (LADWP)
90047,Los Angeles (LADWP)
90048,Los Angeles (LADWP)
90049,Los Angeles (LADWP)
90052,Los Angeles (LADWP)
90056,Los Angeles (LADWP)
90057,Los Angeles (LADWP)
90058,Los Angeles (LADWP)
90059,Los Angeles (LADWP)
90061,Los Angeles (LADWP)
90062,Los Angeles (LADWP)
90063,Los Angeles (LADWP)
90064,Los Angeles (LADWP)
90065,Los Angeles (LADWP)
90066,Los Angeles (LADWP)
90067,Los Angeles (LADWP)
90068,Los Angeles (LADWP)
90069,Los Angeles (LADWP)
90071,Los Angeles (LADWP)
90073,Los Angeles (LADWP)
90077,Los Angeles (LADWP)
90079,Los Angeles (LADWP)
90089,Los Angeles (LADWP)
90094,Los Angeles (LADWP)
90095,Los Angeles (LADWP)
90210,Los Angeles (LADWP)
90211,Los Angeles (LADWP)
90212,Los Angeles (LADWP)
90230,Los Angeles (LADWP)
90232,Los Angeles (LADWP)
90245,Los Angeles (LADWP)
90247,Los Angeles (LADWP)
90248,Los Angeles (LADWP)
90265,Los Angeles (LADWP)
90272,Los Angeles (LADWP)
90275,Los Angeles (LADWP)
90280,Los Angeles (LADWP)
90290,Los Angeles (LADWP)
90291,Los Angeles (LADWP)
90292,Los Angeles (LADWP)
90293,Los Angeles (LADWP)
90301,Los Angeles (LADWP)
90302,Los Angeles (LADWP)
90304,Los Angeles (LADWP)
90305,Los Angeles (LADWP)
90402,Los Angeles (LADWP)
90403,Los Angeles (LADWP)
90404,Los Angeles (LADWP)
90405,Los Angeles (LADWP)
90501,Los Angeles (LADWP)
90502,Los Angeles (LADWP)
90504,Los Angeles (LADWP)
90710,Los Angeles (LADWP)
90717,Los Angeles (LADWP)
90731,Los Angeles (LADWP)
90732,Los Angeles (LADWP)
90744,Los Angeles (LADWP)
90745,Los Angeles (LADWP)
90802,Los Angeles (LADWP)
90810,Los Angeles (LADWP)
90813,Los Angeles (LADWP)
91011,Los Angeles (LADWP)
91030,Los Angeles (LADWP)
91040,Los Angeles (LADWP)
91042,Los Angeles (LADWP)
91105,Los Angeles (LADWP)
91201,Los Angeles (LADWP)
91204,Los Angeles (LADWP)
91205,Los Angeles (LADWP)
91206,Los Angeles (LADWP)
91214,Los Angeles (LADWP)
91302,Los Angeles (LADWP)
91303,Los Angeles (LADWP)
91304,Los Angeles (LADWP)
91306,Los Angeles (LADWP)
91307,Los Angeles (LADWP)
91311,Los Angeles (LADWP)
91316,Los Angeles (LADWP)
91321,Los Angeles (LADWP)
91324,Los Angeles (LADWP)
91325,Los Angeles (LADWP)
91326,Los Angeles (LADWP)
91330,Los Angeles (LADWP)
91331,Los Angeles (LADWP)
91335,Los Angeles (LADWP)
91340,Los Angeles (LADWP)
91342,Los Angeles (LADWP)
91343,Los Angeles (LADWP)
91344,Los Angeles (LADWP)
91345,Los Angeles (LADWP)
91352,Los Angeles (LADWP)
91356,Los Angeles (LADWP)
91364,Los Angeles (LADWP)
91367,Los Angeles (LADWP)
91371,Los Angeles (LADWP)
91381,Los Angeles (LADWP)
91401,Los Angeles (LADWP)
91402,Los Angeles (LADWP)
91403,Los Angeles (LADWP)
91405,Los Angeles (LADWP)
91406,Los Angeles (LADWP)
91411,Los Angeles (LADWP)
91423,Los Angeles (LADWP)
91436,Los Angeles (LADWP)
91504,Los Angeles (LADWP)
91505,Los Angeles (LADWP)
91506,Los Angeles (LADWP)
91601,Los Angeles (LADWP)
91602,Los Angeles (LADWP)
91604,Los Angeles (LADWP)
91605,Los Angeles (LADWP)
91606,Los Angeles (LADWP)
91607,Los Angeles (LADWP)
91608,Los Angeles (LADWP)
91754,Los Angeles (LADWP)
91801,Los Angeles (LADWP)
91803,Los Angeles (LADWP)
93063,Los Angeles (LADWP)
01730,MWRA (Full Service)
01731,MWRA (Full Service)
01773,MWRA (Full Service)
01801,MWRA (Full Service)
01803,MWRA (Full Service)
01890,MWRA (Full Service)
01905,MWRA (Full Service)
01906,MWRA (Full Service)
02021,MWRA (Full Service)
02026,MWRA (Full Service)
02045,MWRA (Full Service)
02090,MWRA (Full Service)
02108,MWRA (Full Service)
02109,MWRA (Full Service)
02110,MWRA (Full Service)
02111,MWRA (Full Service)
02113,MWRA (Full Service)
02114,MWRA (Full Service)
02115,MWRA (Full Service)
02116,MWRA (Full Service)
02118,MWRA (Full Service)
02119,MWRA (Full Service)
02120,MWRA (Full Service)
02121,MWRA (Full Service)
02122,MWRA (Full Service)
02124,MWRA (Full Service)
02125,MWRA (Full Service)
02126,MWRA (Full Service)
02127,MWRA (Full Service)
02128,MWRA (Full Service)
02129,MWRA (Full Service)
02130,MWRA (Full Service)
02131,MWRA (Full Service)
02132,MWRA (Full Service)
02133,MWRA (Full Service)
02134,MWRA (Full Service)
02135,MWRA (Full Service)
02136,MWRA (Full Service)
02138,MWRA (Full Service)
02139,MWRA (Full Service)
02140,MWRA (Full Service)
02141,MWRA (Full Service)
02142,MWRA (Full Service)
02143,MWRA (Full Service)
02144,MWRA (Full Service)
02145,MWRA (Full Service)
02148,MWRA (Full Service)
02149,MWRA (Full Service)
02150,MWRA (Full Service)
02151,MWRA (Full Service)
02152,MWRA (Full Service)
02155,MWRA (Full Service)
02163,MWRA (Full Service)
02169,MWRA (Full Service)
02170,MWRA (Full Service)
02171,MWRA (Full Service)
02176,MWRA (Full Service)
02180,MWRA (Full Service)
02184,MWRA (Full Service)
02186,MWRA (Full Service)
02191,MWRA (Full Service)
02199,MWRA (Full Service)
02203,MWRA (Full Service)
02205,MWRA (Full Service)
02210,MWRA (Full Service)
02215,MWRA (Full Service)
02368,MWRA (Full Service)
02420,MWRA (Full Service)
02421,MWRA (Full Service)
02445,MWRA (Full Service)
02446,MWRA (Full Service)
02452,MWRA (Full Service)
02453,MWRA (Full Service)
02458,MWRA (Full Service)
02459,MWRA (Full Service)
02460,MWRA (Full Service)
02461,MWRA (Full Service)
02462,MWRA (Full Service)
02464,MWRA (Full Service)
02465,MWRA (Full Service)
02466,MWRA (Full Service)
02467,MWRA (Full Service)
02468,MWRA (Full Service)
02472,MWRA (Full Service)
02474,MWRA (Full Service)
02476,MWRA (Full Service)
02478,MWRA (Full Service)
02481,MWRA (Full Service)
02492,MWRA (Full Service)
02493,MWRA (Full Service)
02494,MWRA (Full Service)
33009,Miami-Dade
33010,Miami-Dade
33012,Miami-Dade
33013,Miami-Dade
33014,Miami-Dade
33015,Miami-Dade
33016,Miami-Dade
33018,Miami-Dade
33023,Miami-Dade
33025,Miami-Dade
33029,Miami-Dade
33030,Miami-Dade
33031,Miami-Dade
33032,Miami-Dade
33033,Miami-Dade
33034,Miami-Dade
33035,Miami-Dade
33037,Miami-Dade
33039,Miami-Dade
33054,Miami-Dade
33055,Miami-Dade
33056,Miami-Dade
33101,Miami-Dade
33109,Miami-Dade
33122,Miami-Dade
33125,Miami-Dade
33126,Miami-Dade
33127,Miami-Dade
33128,Miami-Dade
33129,Miami-Dade
33130,Miami-Dade
33131,Miami-Dade
33132,Miami-Dade
33133,Miami-Dade
33134,Miami-Dade
33135,Miami-Dade
33136,Miami-Dade
33137,Miami-Dade
33138,Miami-Dade
33139,Miami-Dade
33140,Miami-Dade
33141,Miami-Dade
33142,Miami-Dade
33143,Miami-Dade
33144,Miami-Dade
33145,Miami-Dade
33146,Miami-Dade
33147,Miami-Dade
33149,Miami-Dade
33150,Miami-Dade
33154,Miami-Dade
33155,Miami-Dade
33156,Miami-Dade
33157,Miami-Dade
33158,Miami-Dade
33160,Miami-Dade
33161,Miami-Dade
33162,Miami-Dade
33165,Miami-Dade
33166,Miami-Dade
33167,Miami-Dade
33168,Miami-Dade
33169,Miami-Dade
33170,Miami-Dade
33172,Miami-Dade
33173,Miami-Dade
33174,Miami-Dade
33175,Miami-Dade
33176,Miami-Dade
33177,Miami-Dade
33178,Miami-Dade
33179,Miami-Dade
33180,Miami-Dade
33181,Miami-Dade
33182,Miami-Dade
33183,Miami-Dade
33184,Miami-Dade
33185,Miami-Dade
33186,Miami-Dade
33187,Miami-Dade
33189,Miami-Dade
33190,Miami-Dade
33193,Miami-Dade
33194,Miami-Dade
33196,Miami-Dade
33332,Miami-Dade
34141,Miami-Dade
07002,New York City (DEP)
07008,New York City (DEP)
07020,New York City (DEP)
07024,New York City (DEP)
07030,New York City (DEP)
07036,New York City (DEP)
07047,New York City (DEP)
07064,New York City (DEP)
07077,New York City (DEP)
07086,New York City (DEP)
07093,New York City (DEP)
07202,New York City (DEP)
07206,New York City (DEP)
07302,New York City (DEP)
07305,New York City (DEP)
07310,New York City (DEP)
07311,New York City (DEP)
07620,New York City (DEP)
07632,New York City (DEP)
07670,New York City (DEP)
08861,New York City (DEP)
10001,New York City (DEP)
10002,New York City (DEP)
10003,New York City (DEP)
10004,New York City (DEP)
10005,New York City (DEP)
10006,New York City (DEP)
10007,New York City (DEP)
10009,New York City (DEP)
10010,New York City (DEP)
10011,New York City (DEP)
10012,New York City (DEP)
10013,New York City (DEP)
10014,New York City (DEP)
10016,New York City (DEP)
10017,New York City (DEP)
10018,New York City (DEP)
10019,New York City (DEP)
10020,New York City (DEP)
10021,New York City (DEP)
10022,New York City (DEP)
10023,New York City (DEP)
10024,New York City (DEP)
10025,New York City (DEP)
10026,New York City (DEP)
10027,New York City (DEP)
10028,New York City (DEP)
10029,New York City (DEP)
10030,New York City (DEP)
10031,New York City (DEP)
10032,New York City (DEP)
10033,New York City (DEP)
10034,New York City (DEP)
10035,New York City (DEP)
10036,New York City (DEP)
10037,New York City (DEP)
10038,New York City (DEP)
10039,New York City (DEP)
10040,New York City (DEP)
10044,New York City (DEP)
10065,New York City (DEP)
10069,New York City (DEP)
10075,New York City (DEP)
10103,New York City (DEP)
10110,New York City (DEP)
10111,New York City (DEP)
10112,New York City (DEP)
10115,New York City (DEP)
10119,New York City (DEP)
10128,New York City (DEP)
10152,New York City (DEP)
10153,New York City (DEP)
10154,New York City (DEP)
10162,New York City (DEP)
10165,New York City (DEP)
10167,New York City (DEP)
10168,New York City (DEP)
10169,New York City (DEP)
10170,New York City (DEP)
10171,New York City (DEP)
10172,New York City (DEP)
10173,New York City (DEP)
10174,New York City (DEP)
10177,New York City (DEP)
10199,New York City (DEP)
10271,New York City (DEP)
10278,New York City (DEP)
10279,New York City (DEP)
10280,New York City (DEP)
10282,New York City (DEP)
10301,New York City (DEP)
10302,New York City (DEP)
10303,New York City (DEP)
10304,New York City (DEP)
10305,New York City (DEP)
10306,New York City (DEP)
10307,New York City (DEP)
10308,New York City (DEP)
10309,New York City (DEP)
10310,New York City (DEP)
10311,New York City (DEP)
10312,New York City (DEP)
10314,New York City (DEP)
10451,New York City (DEP)
10452,New York City (DEP)
10453,New York City (DEP)
10454,New York City (DEP)
10455,New York City (DEP)
10456,New York City (DEP)
10457,New York City (DEP)
10458,New York City (DEP)
10459,New York City (DEP)
10460,New York City (DEP)
10461,New York City (DEP)
10462,New York City (DEP)
10463,New York City (DEP)
10464,New York City (DEP)
10465,New York City (DEP)
10466,New York City (DEP)
10467,New York City (DEP)
10468,New York City (DEP)
10469,New York City (DEP)
10470,New York City (DEP)
10471,New York City (DEP)
10472,New York City (DEP)
10473,New York City (DEP)
10474,New York City (DEP)
10475,New York City (DEP)
10550,New York City (DEP)
10704,New York City (DEP)
10705,New York City (DEP)
10803,New York City (DEP)
10805,New York City (DEP)
11001,New York City (DEP)
11004,New York City (DEP)
11005,New York City (DEP)
11020,New York City (DEP)
11021,New York City (DEP)
11040,New York City (DEP)
11042,New York City (DEP)
11096,New York City (DEP)
11101,New York City (DEP)
11102,New York City (DEP)
11103,New York City (DEP)
11104,New York City (DEP)
11105,New York City (DEP)
11106,New York City (DEP)
11109,New York City (DEP)
11201,New York City (DEP)
11203,New York City (DEP)
11204,New York City (DEP)
11205,New York City (DEP)
11206,New York City (DEP)
11207,New York City (DEP)
11208,New York City (DEP)
11209,New York City (DEP)
11210,New York City (DEP)
11211,New York City (DEP)
11212,New York City (DEP)
11213,New York City (DEP)
11214,New York City (DEP)
11215,New York City (DEP)
11216,New York City (DEP)
11217,New York City (DEP)
11218,New York City (DEP)
11219,New York City (DEP)
11220,New York City (DEP)
11221,New York City (DEP)
11222,New York City (DEP)
11223,New York City (DEP)
11224,New York City (DEP)
11225,New York City (DEP)
11226,New York City (DEP)
11228,New York City (DEP)
11229,New York City (DEP)
11230,New York City (DEP)
11231,New York City (DEP)
11232,New York City (DEP)
11233,New York City (DEP)
11234,New York City (DEP)
11235,New York City (DEP)
11236,New York City (DEP)
11237,New York City (DEP)
11238,New York City (DEP)
11239,New York City (DEP)
11249,New York City (DEP)
11354,New York City (DEP)
11355,New York City (DEP)
11356,New York City (DEP)
11357,New York City (DEP)
11358,New York City (DEP)
11359,New York City (DEP)
11360,New York City (DEP)
11361,New York City (DEP)
11362,New York City (DEP)
11363,New York City (DEP)
11364,New York City (DEP)
11365,New York City (DEP)
11366,New York City (DEP)
11367,New York City (DEP)
11368,New York City (DEP)
11369,New York City (DEP)
11370,New York City (DEP)
11371,New York City (DEP)
11372,New York City (DEP)
11373,New York City (DEP)
11374,New York City (DEP)
11375,New York City (DEP)
11377,New York City (DEP)
11378,New York City (DEP)
11379,New York City (DEP)
11385,New York City (DEP)
11411,New York City (DEP)
11412,New York City (DEP)
11413,New York City (DEP)
11414,New York City (DEP)
11415,New York City (DEP)
11416,New York City (DEP)
11417,New York City (DEP)
11418,New York City (DEP)
11419,New York City (DEP)
11420,New York City (DEP)
11421,New York City (DEP)
11422,New York City (DEP)
11423,New York City (DEP)
